"T","Na","Na2","NaO","Na2O2","Na2SO4","O","O3","S","S2","S3","S4","S5","S6","S7","S8","SO","SO3","S2O","O2","SO2"
658.375,-49.88061608348754,-87.28674541638574,-73.75800059104942,-98.04266845892812,-50.93768400723402,-67.88461623943499,-105.94877209084257,-98.46035905634108,-123.19585131638394,-177.4369969421746,-231.26288778309691,-288.75856153368574,-339.9622651297449,-396.3182793408056,-448.9037298045151,-75.68112274301218,-64.83703010948874,-118.11711246688827,-50.57376359874068,-50.5737639030779
659.375,-49.79348920980118,-87.13143872522403,-73.62715614049716,-97.87177937685641,-50.84737456911195,-67.77219177355269,-105.77781939902098,-98.30157256922351,-122.99678999677613,-177.15401699799733,-230.89552016899094,-288.31208271444746,-339.4384366414679,-395.7085405093916,-448.2137391342167,-75.55411323698047,-64.73295742697687,-117.92502489337828,-50.48663673090355,-50.48663704031182
660.375,-49.70663199359754,-86.97661254375112,-73.49671543983868,-97.70141932442772,-50.75735067642674,-67.66011054810984,-105.60739143585354,-98.1432680629849,-122.79833365378607,-176.8718954657736,-230.52926458472336,-287.8669542885804,-338.91619078652775,-395.10064302772327,-447.5258307212083,-75.42749237421863,-64.62920670816737,-117.73352274438373,-50.39977952063395,-50.399779835180475
661.375,-49.620043205532355,-86.82226468168136,-73.36667665071627,-97.53158589155686,-50.667611021147096,-67.54837100462866,-105.43748581293323,-97.9854433533835,-122.600479544316,-176.59062845664982,-230.16411599660626,-287.4231701438689,-338.39552040499376,-394.49457856602663,-446.83999514913944,-75.30125838907642,-64.52577648417002,-117.5426033634285,-50.31319073858858,-50.3131910583412
662.375,-49.533721623719956,-86.66839296202102,-73.23703794591819,-97.36227668279955,-50.578154303267176,-67.43697159405193,-105.26810015633384,-97.82809626934807,-122.4032249418118,-176.31021210521598,-229.80006940128203,-286.9807242049299,-337.8764183800684,-393.8903388447092,-446.156223058373,-75.1754095265742,-64.42266529502358,-117.35226411007791,-50.22686916288271,-50.22686948790985
663.375,-49.4476660336767,-86.514995220967,-73.10779750929416,-97.19348931724085,-50.488979230744775,-67.32591077667195,-105.09923210650051,-97.67122465287885,-122.20656713613863,-176.03064256932936,-229.4371198254954,-286.539610432937,-337.35887763776265,-393.28791563398175,-445.474505145559,-75.04994404232254,-64.31987168962826,-117.16250235981802,-50.14081357903373,-50.14081390940447
664.375,-49.36187522826526,-86.36206930780747,-72.97895353567208,-97.02522142838569,-50.40008451944098,-67.21518702206026,-104.93087931814114,-97.51482635894939,-122.01050343345753,-175.75191602993976,-229.0752623258676,-286.0998228253448,-336.8428911465751,-392.68730075348554,-444.7948321632126,-74.92486020244246,-64.21739422567882,-116.97331550393596,-50.055022779905286,-50.05502311568932
665.375,-49.27634800763925,-86.20961308482389,-72.8505042307753,-96.85747066405021,-50.31146889306019,-67.10479880899784,-104.76303946011905,-97.35889925540916,-121.81503115610313,-175.4740286909158,-228.714491988672,-285.66135541561744,-336.328451917172,-392.0884860719205,-444.1171949192943,-74.80015628348647,-64.11523146959786,-116.78470094940103,-49.96949556565194,-49.96949590691959
666.375,-49.19108317918819,-86.05762442719187,-72.72244781114051,-96.69023468625348,-50.22313108308987,-66.99474462540581,-104.59571021534627,-97.20344122288698,-121.6201476424624,-175.19697677887416,-228.35480392961213,-285.22420227295845,-335.8155530020735,-391.49146350667854,-443.44158427679514,-74.67583057236034,-64.0133819964704,-116.59665611874722,-49.88423074366425,-49.884231090486466
667.375,-49.10607955748347,-85.90610122288584,-72.59478250403696,-96.5235111711115,-50.13506982874303,-66.88502296827723,-104.42888928067848,-97.0484501546956,-121.42585024685464,-174.92075654300825,-227.99619329360172,-284.78835750204394,-335.30418749533857,-390.89622502347913,-442.7679911533255,-74.55188136624551,-63.91184438997857,-116.40917844995661,-49.799227128514595,-49.79922748096296
668.375,-49.02133596422408,-85.75504137258167,-72.46750654738537,-96.35729780873035,-50.047283876898,-66.77563234360892,-104.26257436680966,-96.89392395673681,-121.23213633941239,-174.64536425492074,-227.63865525454662,-284.35381524275704,-334.79434853225683,-390.3027626360088,-442.09640652070726,-74.42830697252211,-63.810617242336704,-116.22226539634384,-49.71448354190302,-49.71448390004975
669.375,-48.93685122818357,-85.6044427895624,-72.34061818967861,-96.19159230310194,-49.9597719820417,-66.66657126633432,-104.09676319816906,-96.73986054740752,-121.03900330596336,-174.37079620845523,-227.28218501512802,-283.9205696699257,-334.286029289039,-389.71106840556274,-441.42682140456895,-74.30510570869289,-63.70969915422783,-116.03591442644152,-49.629998812604065,-49.629999176522006
670.375,-48.85262418515691,-85.45430339962365,-72.21411568990258,-96.02639237199983,-49.87253290621213,-66.5578382602569,-103.93145351281817,-96.58625785750691,-120.84644854791388,-174.09704871953207,-226.92677780658957,-283.4886149930632,-333.779222982515,-389.12113444069166,-440.7592268839471,-74.18227590230774,-63.60908873473976,-115.85012302388706,-49.54577177641373,-49.545772146176375
671.375,-48.76865367790822,-85.30462114097995,-72.08799731745778,-95.86169574687617,-49.785565418940884,-66.44943185798384,-103.76664306234913,-96.43311383014395,-120.65446948213268,-173.82411812598272,-226.57242888852386,-283.057945456109,-333.2739228698296,-388.5329528968493,-440.09361409088774,-74.0598158908888,-63.50878460130252,-115.66488868730991,-49.46180127609717,-49.46180165177864
672.375,-48.684938556118524,-85.15539396417242,-71.96226135208167,-95.69750017275956,-49.69886829719729,-66.3413506008607,-103.60232961178343,-96.28042642064614,-120.46306354083617,-173.55200078738832,-226.2191335486625,-282.6285553371739,-332.77012224814445,-387.9465159760451,-439.4299742100533,-73.93772402185618,-63.40878537962584,-115.4802089302203,-49.378086161336476,-49.37808654301154
673.375,-48.60147767633458,-85.00661983197679,-71.83690608377186,-95.5338034081538,-49.612440325332386,-66.23359303890649,-103.43851093947237,-96.12819359646883,-120.2722281714747,-173.2806930849175,-225.86688710266762,-282.2004389482872,-332.2678144543414,-387.3618159264992,-438.76829847833335,-73.81599865245471,-63.30908970363753,-115.29608128089865,-49.29462528867947,-49.29462567642354
674.375,-48.51826990191765,-84.85829671931245,-71.71192981270973,-95.37060322493787,-49.52628029502372,-66.12615773074928,-103.27518483699762,-95.9764133371055,-120.08196083661966,-173.0101914211673,-225.51568489392506,-281.7735906351445,-331.76699286472865,-386.7788450422999,-438.1085781844578,-73.69463814968093,-63.20969621542208,-115.11250328228623,-49.21141752148845,-49.21141791537758
675.375,-48.435314102992876,-84.71042261315236,-71.58733084918487,-95.20789740826609,-49.4403870052201,-66.01904324356255,-103.11234910907322,-95.82508363399882,-119.89225901385186,-172.74049222000423,-225.1655222933396,-281.3480047768601,-331.26765089474895,-386.1975956630653,-437.4508046686141,-73.57364089021087,-63.110603565160154,-114.92947249187662,-49.12846172988965,-49.128462130000536
676.375,-48.352609156399254,-84.56299551243376,-71.46310751352023,-95.04568375646991,-49.35475926208753,-65.91224815300174,-102.950001573448,-95.67420249045227,-119.7031201956506,-172.47159192640797,-224.81639469913213,-280.92367578571947,-330.769781998692,-385.6180601736075,-436.7949693220679,-73.45300526032867,-63.011810411068495,-114.74698648160822,-49.04575679072312,-49.0457571971331
677.375,-48.27015394563985,-84.41601342796909,-71.33925813599778,-94.88396008096012,-49.26939587895533,-65.80577104314202,-102.78814006080941,-95.5237679215428,-119.51454188928366,-172.2034870063148,-224.4682975366377,-280.5005981069354,-330.27337966940655,-385.0402310035985,-436.1410635867855,-73.33272965585536,-62.91331541934018,-114.56504283775745,-48.963301587493035,-48.963302000280095
678.375,-48.18794736083251,-84.26947438235882,-71.21578105678508,-94.72272420613001,-49.18429567626253,-65.69961050641581,-102.62676241468752,-95.37377795403435,-119.32652161669903,-171.93617394646446,-224.1212262581072,-280.0787662184057,-329.7784374380186,-384.46410062724254,-435.48907895506346,-73.2128124820789,-62.81511726408567,-114.38363916083351,-48.881095010318354,-48.88109542956115
679.375,-48.10598829866118,-84.12337640990417,-71.09267462586212,-94.56197396925963,-49.09945748150509,-65.59376514355148,-102.46586649136043,-95.22423062629164,-119.13905691441623,-171.66964925424634,-223.77517634250847,-279.6581746304727,-329.284948873649,-383.88966156294606,-434.8390069691563,-73.09325215368418,-62.717214627274146,-114.20277306547315,-48.79913595588409,-48.79913638166191
680.375,-48.02427566232732,-83.97771755652057,-70.96993720294918,-94.40170722042028,-49.01488012918313,-65.48823356351224,-102.3054501597603,-95.0751239881954,-118.95214533342009,-171.40390945754893,-223.4301432953314,-279.23881788568565,-328.7929075831359,-383.3169063729962,-434.19083922091244,-72.97404709468421,-62.61960619867565,-114.02244218033752,-48.717423327392844,-48.71742375978563
681.375,-47.94280836150219,-83.8324958796529,-70.84756715743524,-94.24192182238102,-48.93056246074967,-65.38301438343586,-102.1455113013804,-94.92645610105748,-118.76578443905422,-171.1389511046083,-223.0861226483925,-278.8206905585645,-328.30230721075634,-382.74582766323715,-433.5445673514087,-72.85519573835148,-62.522290675803504,-113.84264414800853,-48.635956034516965,-48.635956473605326
682.375,-47.861585312279004,-83.68770944818996,-70.72556286830681,-94.0826156505145,-48.84650332455814,-65.27810622857447,-101.9860478101823,-94.77822503753792,-118.5799718109163,-170.87477076386102,-222.74310995964382,-278.4037872553664,-327.8131414379559,-382.1764180827537,-432.9001830505932,-72.73669652715026,-62.42526676385725,-113.6633766248877,-48.55473299335082,-48.554733439216
683.375,-47.780605437126034,-83.54335634238107,-70.60392272407759,-93.92378659270479,-48.762701575811974,-65.1735077322354,-101.82705759250504,-94.63042888156137,-118.39470504275363,-170.6113650237948,-222.4011008129807,-277.9881026138533,-327.32540398307384,-381.60867032355384,-432.25767805692567,-72.61854791266919,-62.328533175666195,-113.48463728109435,-48.47375312636382,-48.47375357908773
684.375,-47.69986766483982,-83.39943465375241,-70.48264512271868,-93.76543254925538,-48.67915607651355,-65.0692175357222,-101.66853856697391,-94.48306572823533,-118.2099817423603,-170.3487304928038,-222.0600908180538,-277.5736313030633,-326.83908860107704,-381.0425771202571,-431.61704415702644,-72.50074835555478,-62.23208863163352,-113.30642380036605,-48.39301536235364,-48.39301582201885
685.375,-47.61937093049892,-83.25594248502469,-70.36172847158949,-93.60755143279843,-48.595865695414666,-64.96523428827633,-101.51048866441093,-94.33613368376848,-118.02579953147426,-170.08686379904233,-221.72007561008039,-277.16036802308116,-326.35418908329075,-380.4781312497828,-430.97827318532336,-72.38329632544514,-62.13593185968048,-113.12873387995872,-48.31251863639997,-48.312519103089706
686.375,-47.539114175417865,-83.11287795003153,-70.24117118736903,-93.45014116820448,-48.51282930796587,-64.86155664701928,-101.35290582774547,-94.18963086539006,-117.84215604567656,-169.8257615902821,-221.38105084965972,-276.74830750481453,-325.8706992571364,-379.9153255310439,-430.3413570237066,-72.26619030090465,-62.04006159519177,-112.95156523054871,-48.232261889818545,-48.23226236361669
687.375,-47.45909634710189,-82.97023917363805,-70.12097169598813,-93.29319969249306,-48.430045796268,-64.75818327689518,-101.19578801192615,-94.04355540126963,-117.65904893429018,-169.56542053376916,-221.04301222258763,-276.3374445097687,-325.388612985868,-379.3541528246418,-429.7062876011824,-72.14942876935888,-61.944476580960625,-112.77491557613482,-48.152244070115756,-48.15224455110686
688.375,-47.379316399201585,-82.82802429166051,-70.00112843256183,-93.13672495474393,-48.347514049022564,-64.65511285061402,-101.03913318383306,-93.89790543043807,-117.47647586028083,-169.30583731608303,-220.7059554396747,-275.9277738298253,-324.9079241683135,-378.79460603256314,-429.0730568935325,-72.03301022703026,-61.84917556713489,-112.59878265394185,-48.07246413094336,-48.07246461921262
689.375,-47.299773291468476,-82.68623145078696,-69.88163984132285,-92.98071491600963,-48.26523296148409,-64.55234404859533,-100.88293932219125,-93.7526791027085,-117.2944345001578,-169.0470086429964,-220.3698762365648,-275.51929028702233,-324.4286267386167,-378.23667809788253,-428.4416569229757,-71.91693317887437,-61.75415731116354,-112.42316421432452,-47.99292103205406,-47.99292152768736
690.375,-47.22046598971044,-82.54485880849806,-69.76250437555535,-92.82516754922828,-48.183201435411654,-64.44987555891224,-100.7272044174845,-93.60787457859863,-117.11292254387622,-168.78893123933693,-220.03477037355557,-275.11198873333615,-323.95071466598256,-377.68036200446244,-427.81207975783144,-71.80119613851656,-61.65942057774345,-112.24805802067249,-47.91361373925698,-47.91361424234084
691.375,-47.141393465747925,-82.40390453298849,-69.64372049752906,-92.6700808391368,-48.101418379020956,-64.34770607723607,-100.57192647187003,-93.46349002925317,-116.93193769473974,-168.53160184884857,-219.70063363542047,-274.7058640504649,-323.4741819544227,-377.1256507766614,-427.1843175121878,-71.68579762818925,-61.56496413876659,-112.07346184931602,-47.83454122437371,-47.83454173499533
692.375,-47.06255469737041,-82.26336680308994,-69.52528667843444,-92.5154527821861,-48.0198827069379,-64.24583430678159,-100.41710349909408,-93.31952363636753,-116.75147766930452,-168.2750172340564,-219.36746183123273,-274.3009111496152,-322.99902264250653,-376.57253747904093,-426.55836234557177,-71.57073617866982,-61.47078677326815,-111.89937348943278,-47.75570246519498,-47.75570298344222
693.375,-46.98394866829314,-82.12324380819376,-69.40720139831834,-92.36128138645583,-47.938593340151456,-64.14425895825252,-100.26273352440808,-93.17597359211166,-116.57154019728358,-168.01917417613078,-219.03525079419003,-273.8971249712892,-322.52523080311136,-376.0210152160766,-425.93420646262206,-71.45601032921903,-61.37688726737447,-111.72579074295508,-47.67709644543726,-47.67709697139863
694.375,-46.90557436811442,-81.98353374817468,-69.28946314601956,-92.20756467157035,-47.8575492059671,-64.04297874978751,-100.10881458448537,-93.03283809905463,-116.3921230214524,-167.76406947475343,-218.70399638144144,-273.4945004850737,-322.05280054317655,-375.4710771318712,-425.311842112765,-71.34161862751981,-61.2832644142519,-111.55271142447806,-47.59872215470005,-47.598722688464775
695.375,-46.82743079227319,-81.84423483331551,-69.17207041910608,-92.05430066861553,-47.7767492379613,-63.94199240690673,-99.9553447273392,-92.89011537009017,-116.21322389755476,-167.50969994798407,-218.37369447391498,-273.093032689432,-321.58172600345756,-374.92271640986945,-424.69126158989286,-71.22755962961672,-61.18991701405599,-111.38013336116859,-47.52057858842353,-47.52057913008145
696.375,-46.749516942006835,-81.70534528423184,-69.05502172381178,-91.90148742005576,-47.69619237593554,-63.84129866245884,-99.8023220122407,-92.74780362836256,-116.03484059421021,-167.25606243212988,-218.04434097614825,-272.6927166114964,-321.112001358286,-374.37592627257794,-424.07245723204613,-71.11383189985604,-61.09684387388087,-111.20805439267538,-47.442664747846386,-47.44266529748803
697.375,-46.67183182430962,-81.56686333179769,-68.93831557497428,-91.74912297965253,-47.61587756587118,-63.740896256568426,-99.64974450963813,-92.6059011071932,-115.85697089282148,-167.00315378161346,-217.7159318161182,-272.2935473068632,-320.6436208153275,-373.8306999812837,-423.4554214210967,-71.00043401082596,-61.004043807709365,-111.03647237103894,-47.36497963996409,-47.364980197680644
698.375,-46.59437445189138,-81.42878721707228,-68.82195049597328,-91.59720541238275,-47.535803759885326,-63.64078393658389,-99.4976103010767,-92.46440605000797,-115.67961258748345,-166.7509708688445,-217.38846294507505,-271.89551985939005,-320.1765786153445,-373.287030835779,-422.8401465824359,-70.88736454329793,-60.911515636363674,-110.86538516060364,-47.287522277487774,-47.2875228433711
699.375,-46.51714384313633,-81.29111519122638,-68.70592501866918,-91.44573279435859,-47.4559699161853,-63.54096045702564,-99.34591747911865,-92.32331671026495,-115.50276348489214,-166.49951058409042,-217.06193033737483,-271.4986293809926,-319.7108690319595,-372.7449121740843,-422.22662518466274,-70.77462208616782,-60.81925818745569,-110.694790637929,-47.210291678802875,-47.21029225294551
700.375,-46.44013902206274,-81.15384551547072,-68.59023768334262,-91.29470321274772,-47.37637499902608,-63.441424579535195,-99.194664147265,-92.18263135138307,-115.32642140425526,-166.24876983535,-216.73632999031582,-271.10287101144627,-319.24648637142127,-372.2043373721781,-421.6148497392768,-70.66220523639818,-60.72727029533899,-110.52468669170312,-47.13328686792899,-47.13328745042413
701.375,-46.363359018282324,-81.01697646098307,-68.47488703863388,-91.14411476569342,-47.29701797866522,-63.34217507282399,-99.04384841987654,-92.04234824667094,-115.15058417720276,-165.99874554822662,-216.41165792397473,-270.7082399181869,-318.7834249723732,-371.6652998437255,-421.0048128003734,-70.55011259896042,-60.6355508010599,-110.35507122265584,-47.05650687447912,-47.05650746542062
702.375,-46.2868028669606,-80.88050630883816,-68.35987164148375,-90.99396556223729,-47.21789783132091,-63.24321071262341,-98.89346842209713,-91.90246567925692,-114.9752496476989,-165.74943466580308,-216.08791018104523,-270.31473129611453,-318.3216792056221,-371.1277930398115,-420.3965069643404,-70.43834278677818,-60.544098552310196,-110.18594214347345,-46.97995073362007,-46.979951333102484
703.375,-46.210469608777,-80.74443334993627,-68.24519005707387,-90.84425372224037,-47.13901353912789,-63.14453028163449,-98.74352228977604,-91.76298194201908,-114.8004156719543,-165.50083414851798,-215.76508282667697,-269.9223403673987,-317.86124347391103,-370.5918104486739,-419.7899248695582,-70.32689442067033,-60.452912403378996,-110.01729737871317,-46.90361748603258,-46.9036180941511
704.375,-46.13435828988595,-80.60875588493386,-68.13084085876848,-90.69497737630681,-47.06036409009589,-63.046132569478786,-98.59400816939245,-91.62389533751627,-114.62608011833947,-165.2529409740424,-215.44317194831723,-269.531062381285,-317.4021122116926,-370.0573455954421,-419.18505919610334,-70.21576612929543,-60.36199121510646,-109.84913486471959,-46.8275061778724,-46.8275067947229
705.375,-46.058467961877525,-80.47347222417382,-68.0168226280559,-90.54613466570683,-46.98194847806704,-62.948016372648986,-98.44492421797926,-91.48520417791957,-114.45224086729849,-165.00575213715788,-215.12217365555253,-269.1408926139036,-316.9442798849044,-369.5243920418749,-418.581902665452,-70.10495654909568,-60.27133385483638,-109.68145254954047,-46.75161586073095,-46.75161648640997
706.375,-45.9827976817393,-80.33858068761677,-67.90313395449122,-90.39772374230117,-46.90376570267414,-62.8501804944604,-98.29626860304867,-91.34690678494428,-114.27889581126382,-164.75926464963592,-214.80208407995258,-268.7518263680789,-316.4877409907473,-368.99294338610156,-417.98044804018895,-69.99446432424212,-60.180939196370495,-109.51424839284445,-46.675945591597106,-46.67594622620186
707.375,-45.90734651181778,-80.20407960477311,-67.78977343563903,-90.24974276846635,-46.82581476929967,-62.75262374500277,-98.14803950251759,-91.20900148978274,-114.1060428545716,-164.5134755401176,-214.48289937491504,-268.3638589731422,-316.03249005746443,-368.46299326236635,-417.3806881237171,-69.8842881065799,-60.09080611992242,-109.34752036583873,-46.60049443281872,-46.60049507644708
708.375,-45.83211351978059,-80.06996731463511,-67.6767396770166,-90.1021899170193,-46.74809468903416,-62.65534494109236,-98.00023510463417,-91.07148663303721,-113.93367991337777,-164.268381853995,-214.16461571551187,-267.9769857847439,-315.5785216441226,-367.93453534077344,-416.78261575997,-69.77442655557414,-60.00093351207222,-109.18126645118764,-46.52526145206481,-46.52526210481533
709.375,-45.757097778578725,-79.93624216560974,-67.56403129203768,-89.95506337114384,-46.6706044786352,-62.558342906224325,-97.85285360790442,-90.93436056465399,-113.76180491557467,-164.0239806532931,-213.8472292983365,-267.5912021846683,-315.12583034039545,-367.40756332703364,-416.18622383312606,-69.66487833825597,-59.911320265720896,-109.01548464293174,-46.45024572228767,-46.450246384259565
710.375,-45.682298366409384,-79.80290251545259,-67.45164690195703,-89.8083613243175,-46.59334316048821,-62.46161647052612,-97.7058932210203,-90.79762164385752,-113.59041580070904,-163.7802690165532,-213.53073634135342,-267.2065035806512,-314.6744107663485,-366.8820709622167,-415.591505267328,-69.55564212916975,-59.8219652800464,-108.8501729464083,-46.37544632168594,-46.3754469929791
711.375,-45.607714366679076,-79.66994673120192,-67.33958513581506,-89.66208198023912,-46.516309762565584,-62.365164470710454,-97.55935216278772,-90.66126823908533,-113.4195105198996,-163.53724403871666,-213.2151330837474,-266.8228854061964,-314.2242575722262,-366.35805202250106,-414.99845302639994,-69.4467166103198,-59.732867460459005,-108.68532937817129,-46.30086233366746,-46.30086301438243
712.375,-45.53334486796656,-79.53737318911273,-67.2278446303827,-89.51622355275597,-46.439503318386976,-62.268985750029266,-97.41322866205499,-90.52529872792353,-113.24908703575645,-163.2949028310104,-212.9004157857754,-266.44034312039594,-313.7753654382401,-365.83550031892923,-414.40706011357173,-69.33810047111822,-59.64402571855696,-108.52095196591318,-46.226492846812405,-46.2264935370504
713.375,-45.45918896398696,-79.40518027459268,-67.1164240301076,-89.37078426579322,-46.362922866980284,-62.17307915822778,-97.26752095764286,-90.38971149704261,-113.0791433223003,-163.05324252083244,-212.58658072861888,-266.05887220775105,-313.32772907435975,-365.31440969716294,-413.8173195712019,-69.22979240833304,-59.55543897208361,-108.35703874838663,-46.152336954837274,-46.15233765470018
714.375,-45.385245753555296,-79.27336638213734,-67.00532198705987,-89.22576235328242,-46.28656745284236,-62.07744355149906,-97.12222729827394,-90.25450494213422,-112.90967736488298,-162.81226025163943,-212.27362421423808,-265.67846817799455,-312.8813432201045,-364.7947740372428,-413.2292244805055,-69.12179112603654,-59.46710614488354,-108.1935877753272,-46.07839375655852,-46.07839446614889
715.375,-45.31151434055107,-79.14192991526681,-66.89453716087905,-89.08115605909208,-46.21043612590093,-61.982077792438986,-96.97734594250377,-90.1196774678479,-112.74068716010798,-162.57195318283397,-211.96154256522618,-265.2991265659143,-312.43620264433713,-364.27658725334624,-412.6427679612815,-69.01409533555434,-59.379026166860214,-108.03059710737645,-46.00466235585707,-46.004663075278124
716.375,-45.23799383388253,-79.01086928646214,-66.7840682187206,-88.93696363695693,-46.13452794147514,-61.88698075000139,-96.83287515865155,-89.98522748772882,-112.57217071575245,-162.33231848965423,-211.65033212466656,-264.92084293117944,-311.99230214506036,-363.75984329355225,-412.0579431716461,-68.9067037554147,-59.291197973933045,-107.86806481600614,-45.931141861642544,-45.93114259099816
717.375,-45.164683347451685,-78.88018291710299,-66.67391383520386,-88.79318335040998,-46.05884196023871,-61.79215129945389,-96.68881322473229,-89.85115342415594,-112.40412605068907,-162.0933533630631,-211.33998925598965,-264.54361285816725,-311.5496365492133,-363.24453613960367,-411.4747433077647,-68.79961511129827,-59.2036205079958,-107.7059889834425,-45.857831387818464,-45.85783212721318
718.375,-45.091582000119345,-78.74986923740533,-66.56407269235973,-88.64981347271305,-45.983377248181164,-61.697588322333814,-96.54515842838873,-89.7174537082804,-112.23655119480922,-161.85505500963933,-211.03051034283183,-264.16743195579045,-311.1082007124708,-362.73065980667417,-410.8931616035886,-68.6928281359884,-59.116292716874106,-107.54436770259154,-45.784730053247024,-45.784730802786044
719.375,-45.01868891567068,-78.61992668635989,-66.45454347957906,-88.50685228678967,-45.908132876571486,-61.603290706404636,-96.40190906682466,-89.5841267799648,-112.06944418894625,-161.6174206514689,-210.7218917888953,-263.79229585732844,-310.66798951904417,-362.2182083431363,-410.31319133059236,-68.58634156932177,-59.02921355428488,-107.38319907696487,-45.711836981714875,-45.71183774150407
720.375,-44.9460032227807,-78.4903537116711,-66.34532489356148,-88.36429808515726,-45.83310792192011,-61.50925734561271,-96.25906344673798,-89.45117108772283,-111.90280308479977,-161.38044752603784,-210.41413001780882,-263.41820022025706,-310.2289978814834,-361.7071758303315,-409.7348257975141,-68.48015415813924,-58.94238197979439,-107.22248122060594,-45.63915130189852,-45.63915207204442
721.375,-44.87352405498056,-78.36114876969633,-66.23641563826448,-88.22214916986049,-45.75830146594264,-61.415487140044476,-96.1166198842549,-89.31858508865923,-111.73662594486042,-161.14413288612542,-210.10722147299018,-263.04514072608265,-309.79122074048126,-361.1975563823419,-409.15805835009803,-68.37426465623754,-58.85579695877805,-107.06221225801725,-45.566672147330515,-45.5666729279403
722.375,-44.80125055062361,-78.23231032538607,-66.12781442485328,-88.08040385240517,-45.68371259552343,-61.32197899588385,-95.97457670486452,-89.18636724841062,-111.57091084233528,-160.90847399969869,-209.80116261750928,-262.6731130801747,-309.3546530646792,-360.6893441457645,-408.5828823708386,-68.26867182432096,-58.76945746237999,-106.90239032408797,-45.494398656365746,-45.49439944754727
723.375,-44.729181852851966,-78.1038368522239,-66.01951997165054,-87.93906045369226,-45.60934040267891,-61.22873182537009,-95.8329322433537,-89.05451604108647,-111.40565586107375,-160.67346814980718,-209.49594993395255,-262.3021130116018,-308.91928985047326,-360.18253329948595,-408.00929127872683,-68.16337442995356,-58.68336246747259,-106.7430135640219,-45.42232997214783,-45.42233077400959
724.375,-44.657317109563536,-77.97572683216802,-65.91153100408717,-87.79811730395298,-45.53518398452256,-61.13574454675596,-95.69168484374298,-88.92302994921076,-111.24085909549453,-160.43911263447973,-209.19157992428887,-261.9321362729686,-308.4851261218249,-359.6771180544618,-407.43727852899974,-68.05837124751201,-58.59751095661737,-106.58408013326668,-45.35046524257614,-45.350466055227294
725.375,-44.585655473379035,-77.84797875559214,-65.80384625465302,-87.65757274268464,-45.46124244322875,-61.043016084266355,-95.5508328592226,-88.79190746366397,-111.07651865051243,-160.2054047666207,-208.88804910973562,-261.5631786402532,-308.05215693006966,-359.17309265349434,-406.86683761289027,-67.95366105813844,-58.511901918025,-106.42558819744303,-45.27880362027291,-45.278804443823276
726.375,-44.51419610160917,-77.72059112122741,-65.69646446284801,-87.51742511858538,-45.387514885997426,-60.95054536805699,-95.41037465208909,-88.66114708362585,-110.91263264146656,-159.97234187390828,-208.5853540306269,-261.19523591264715,-307.6203773537302,-358.6704513710143,-406.2979620573803,-67.8492426496939,-58.426534345516444,-106.26753593227458,-45.207344262550414,-45.207345097110455
727.375,-44.4429381562227,-77.59356243610497,-65.58938437513419,-87.37767278949202,-45.31400042501953,-60.85833133417378,-95.27030859368273,-88.53074731651817,-110.74919919404859,-159.73992129869256,-208.2834912462822,-260.8283039123958,-307.18978249832895,-358.1691885128642,-405.7306454249554,-67.74511481671225,-58.341407238484436,-106.10992152351878,-45.136086331378905,-45.136087177059736
728.375,-44.37188080381409,-77.46689121549889,-65.48260474488757,-87.23831412231627,-45.240698177442404,-60.76637292451228,-95.1306330643251,-88.40070667794852,-110.58621644423187,-159.50814039789552,-207.9824573348765,-260.46237848464096,-306.76036749620397,-357.66929841608277,-405.16488131336223,-67.64127636035418,-58.25651960185473,-105.9527431668977,-45.06502899335437,-45.065029850267756
729.375,-44.30102321557167,-77.34057598286894,-65.37612433235049,-87.09934749298226,-45.167607265334325,-60.674669086777655,-94.99134645325725,-88.271023691654,-110.42368253820098,-159.2769965429109,-207.682248893311,-260.09745549726296,-306.332127506325,-357.1707754486921,-404.60066335536624,-67.53772608836194,-58.17187044604789,-105.79599906803004,-44.99417141966669,-44.99417228792505
730.375,-44.2303645672463,-77.21461526980502,-65.2699419045849,-86.96077128636503,-45.09472681565237,-60.583218774444774,-94.85244715857895,-88.14169688944585,-110.26159563228197,-159.04648711950546,-207.38286253708543,-259.73353084072664,-305.9050577141116,-356.6736140094849,-404.03798521851365,-67.43446281501426,-58.087458786942136,-105.63968744236328,-44.92351278606835,-44.923513665784746
731.375,-44.159904039119866,-77.08900761597096,-65.1640562354251,-86.82258389622874,-45.02205596020652,-60.49202094671882,-94.71393358718723,-88.01272481115421,-110.099953892873,-158.8166095277208,-207.08429490017087,-259.37060042792643,-305.4791533312526,-356.1778085278156,-403.47684060489314,-67.33148536108146,-58.00328364583504,-105.48380651510634,-44.85305227284276,-44.85305316413089
732.375,-44.089640815974434,-76.9637515690494,-65.05846610543178,-86.68478372516572,-44.94959383562756,-60.401074568496185,-94.57580415471668,-87.88410600457347,-109.93875549637579,-158.5873611817761,-206.78654263488409,-259.0086601940337,-305.05440959552755,-355.68335346339165,-402.91722325090115,-67.22879255378136,-57.919344049406796,-105.32835452116316,-44.782789064773546,-44.78278996774775
