"T","Na","Na2","NaO","Na2O2","Na2SO4","O","O3","S","S2","S3","S4","S5","S6","S7","S8","SO","SO3","S2O","O2","SO2"
1180.375,-24.87393514326871,-42.70630997060047,-36.132922102451346,-49.04543343870891,-25.488363613713023,-35.30299251562718,-56.58604079945154,-52.2492367142537,-65.30535264840557,-95.05174435683465,-124.16721083109039,-158.52397164754387,-187.06615505948338,-218.2901040509639,-247.3622691075725,-38.92438498234813,-34.95845368606333,-62.374311676634306,-25.567152781064628,-25.567154421610294
1181.375,-24.84797968025607,-42.66004608422855,-36.09376054622929,-48.994774036880436,-25.463004773853633,-35.268594924136764,-56.53426978581516,-52.200071821652266,-65.24381922994722,-94.96404792072698,-124.05298954528817,-158.38494103150907,-186.90278259303994,-218.09978258603348,-247.14669054917695,-38.88565166788882,-34.92744841814468,-62.31530696880769,-25.541197769004157,-25.54119922926956
1182.375,-24.82207100420579,-42.61386570269917,-36.05466923386833,-48.94420714891281,-25.43769660301647,-35.23425704860766,-56.48259007964869,-52.15099069729438,-65.18239080292925,-94.87650076200342,-123.93896198572443,-158.24614577410125,-186.73968623026389,-217.90978245063596,-246.93147560292437,-38.84698577318118,-34.89649919180002,-62.25640400119676,-25.515289546193845,-25.51529082349632
1183.375,-24.796208997358548,-42.56776861632173,-36.01564798890566,-48.89373254450118,-25.41243897922996,-35.19997873817342,-56.431001451329365,-52.10199312845303,-65.12106710039276,-94.78910250166925,-123.82512766117578,-158.10758527880108,-186.57686527182193,-217.720102831097,-246.71662334847488,-38.80838712734389,-34.86560586678552,-62.19760251602099,-25.489427994882657,-25.489429086515372
1184.375,-24.77039354235592,-42.52175461611972,-35.976696635478596,-48.84334999412532,-25.387231780943022,-35.16575984247842,-56.37950367201409,-52.05307890311947,-65.05984785628054,-94.70185276200867,-123.71148608207555,-157.9692589511005,-186.41431902073774,-217.53074291648474,-246.5021328685897,-38.769855560074426,-34.83476830333511,-62.13890225637152,-25.463612997720464,-25.46361390095227
1185.375,-24.744624522238546,-42.475823493827335,-35.93781499832185,-48.79305926904624,-25.362074887022395,-35.13160021167563,-56.3280965136361,-52.004247809999896,-64.9987328054329,-94.61475116657927,-123.59803676050616,-157.83116619849415,-186.2520467823817,-217.34170189859637,-246.28800324911677,-38.73139090164649,-34.80398636215823,-62.080302966207284,-25.437844437756254,-25.437845149831542
1186.375,-24.71890182044466,-42.429975041886955,-35.89900290276525,-48.74286014130309,-25.33696817675142,-35.097499696424535,-56.276779748901816,-51.95549963851272,-64.93772168358416,-94.52779734020663,-123.48477921019251,-157.69330643047027,-186.0900478644609,-217.15297897194856,-246.0742335789784,-38.69299298290761,-34.77325990443799,-62.02180439035148,-25.412122198436567,-25.412122716575105
1187.375,-24.693225320808182,-42.384209053445815,-35.86026017473099,-48.69275238370969,-25.31191152982803,-35.06345814788895,-56.2255531512874,-51.90683417878529,-64.87681422735865,-94.44099090897897,-123.37171294649482,-157.55567905850316,-185.92832157700954,-216.96457333376472,-245.860822950158,-38.654661635276625,-34.74258879182899,-61.963406274487724,-25.38644616360369,-25.38644648500048
1188.375,-24.667594907557152,-42.338525322352965,-35.821586640731226,-48.64273576985113,-25.286904826362992,-35.02947541773493,-56.174416495035594,-51.8582512216512,-64.81601017426729,-94.35433150024208,-123.25883748640221,-157.41828349604444,-185.766867232379,-216.77648418396458,-245.64777045768787,-38.61639669074148,-34.71197288645544,-61.90510836515673,-25.360816217494026,-25.36081633931916
1189.375,-24.642010465312083,-42.29292364315668,-35.78298212786566,-48.59281007408087,-25.261947946878216,-34.99555135812861,-56.123369555152394,-51.809750558647096,-64.7553092627036,-94.2678187425938,-123.14615234852538,-157.28111915851474,-185.60568414522862,-216.58871072515225,-245.43507519963583,-38.578197981856604,-34.681412050909145,-61.84691040975251,-25.33523224473645,-25.33523216413495
1190.375,-24.616471879084212,-42.2474038111012,-35.74444646381892,-48.54297507151718,-25.237040772304866,-34.961685821734164,-56.07241210740405,-51.76133198200979,-64.6947112319399,-94.18145226587866,-123.03365705308987,-157.14418546329526,-185.44477163251486,-216.40125216260466,-245.22273627709205,-38.54006534174066,-34.65090614824743,-61.78881215651865,-25.309694130350614,-25.309693844442286
1191.375,-24.590979034273968,-42.2019656221237,-35.70597947685812,-48.49323053803996,-25.212183183981796,-34.92787866171166,-56.02154392831357,-51.71299528467338,-64.63421582212402,-94.09523170118302,-122.92135112192963,-157.0074818297202,-185.28412901348298,-216.2141077042614,-245.01075279415787,-38.50199860407414,-34.62045504199139,-61.73081335454513,-25.284201759745333,-25.28420126562461
1192.375,-24.565531816669264,-42.15660887285168,-35.667580995830576,-48.443576250287634,-25.187375063653462,-34.894129731715,-55.97076479515778,-51.664740260266335,-64.57382277427531,-94.00915668082963,-122.80923407848002,-156.87100767906782,-185.1237556096567,-216.0272765607128,-244.79912385793168,-38.46399760309702,-34.59005859612377,-61.672913753764405,-25.25875501871695,-25.258754313452744
1193.375,-24.540130112443833,-42.1113333605999,-35.62925085016109,-48.39401198565395,-25.16261629346894,-34.86043888588982,-55.920074485963966,-51.616566703108425,-64.51353183028104,-93.92322683837241,-122.69730544777107,-156.7347624345527,-184.9636507448289,-215.84075794518898,-244.58784857849716,-38.426062173606354,-34.55971667508694,-61.615113104948044,-25.233353793447623,-25.233352874083177
1194.375,-24.514773808155724,-42.06613888336756,-35.590988869849774,-48.344537522284725,-25.137906755979287,-34.82680597887149,-55.86947277950696,-51.56847440820798,-64.45334273289278,-93.83744180859128,-122.58556475642087,-156.59874552131745,-184.80381374505168,-215.65455107354876,-244.3769260689105,-38.38819215095404,-34.5294291437812,-61.5574111597032,-25.207997970503857,-25.207996834056576
1195.375,-24.489462790745577,-42.021025239835296,-35.55279488546955,-48.295152639074814,-25.113246334136683,-34.79323086578306,-55.81895945530576,-51.520463171258974,-64.39325522572284,-93.7518012274873,-122.47401153262896,-156.462956366425,-184.6442439386278,-215.46865516426877,-244.16635544518803,-38.35038737104439,-34.49919586756276,-61.49980767046905,-25.182687436834755,-25.182686080296065
1196.375,-24.464196947535,-41.975992229362305,-35.51466872816354,-48.24585711566455,-25.088634911291685,-34.75971340223308,-55.76853429362046,-51.47253278863822,-64.33326905324063,-93.66630473227728,-122.36264530616977,-156.32739439885023,-184.48494065610043,-215.2830694384325,-243.95613582629417,-38.31264767033184,-34.46901671224161,-61.44230239051341,-25.15742207977039,-25.157420500105587
1197.375,-24.43897616622513,-41.93103965198377,-35.476610229643114,-48.19665073243729,-25.06407237119293,-34.72625344431377,-55.71819707544931,-51.42468305740233,-64.27338396076905,-93.58095196138883,-122.25146560838586,-156.19205904947194,-184.32590323024445,-215.09779311971974,-243.74626633412865,-38.27497288581872,-34.43889154407992,-61.384895073929144,-25.132201787020403,-25.132199981168483
1198.375,-24.413800334894887,-41.886167308407735,-35.4386192221851,-48.14753327051582,-25.03955859798439,-34.692850848598894,-55.667947582525485,-51.376913775285104,-64.21359969448105,-93.49574255445523,-122.1404719721816,-156.05694975106513,-184.16713099605641,-214.9128254343947,-243.53674609351455,-38.23736285505291,-34.408820229790074,-61.32758547563085,-25.107026446672197,-25.107024411545712
1199.375,-24.388669341999346,-41.841375000012306,-35.40069553862955,-48.09850451175912,-25.015093476203603,-34.6595054721417,-55.61778559731383,-51.329224740694585,-64.15391600139586,-93.41067615231061,-122.0296639320166,-155.92206593829343,-184.0086232907463,-214.72816561129707,-243.32757423218627,-38.1998174161255,-34.37880263653245,-61.27037335135135,-25.081895947189388,-25.08189367967429
1200.375,-24.363583076368425,-41.79666252884311,-35.36283901237755,-48.04956423875996,-24.990676890781202,-34.62621717247305,-55.56771090300833,-51.28161575271021,-64.09433262937569,-93.32575239698464,-121.91904102389903,-155.78740704770013,-183.85037945372716,-214.54381288182904,-243.1187498807768,-38.16233640766867,-34.34883863191411,-61.213258457638254,-25.0568101774104,-25.056807674365878
1201.375,-24.33854142720503,-41.75202969761024,-35.32504947738864,-48.000712234841174,-24.96630872703799,-34.59298580759932,-55.51772328352851,-51.23408661108023,-64.03484932712217,-93.24097093169783,-121.80860278537956,-155.6529725177018,-183.69239882660702,-214.3597664799468,-242.9102721728066,-38.1249196688533,-34.31892808398648,-61.15624055185071,-25.031769026546698,-25.031766284805027
1202.375,-24.31354428408366,-41.707476309685546,-35.287326768178545,-47.951948284052705,-24.94198887068375,-34.55981123600051,-55.4678225235167,-51.18663711621862,-63.97546584417269,-93.15633140085636,-121.69834875554466,-155.51876178857935,-183.5346807531788,-214.1760256421484,-242.7021402446708,-38.0875670393868,-34.289070861243616,-61.09931939215578,-25.006772384181325,-25.006769400547707
1203.375,-24.28859153694878,-41.663002169099755,-35.24967071981695,-47.903272171168894,-24.917717207815713,-34.52669331662816,-55.41800840833491,-51.13926706920259,-63.91618193089717,-93.07183345004744,-121.58827847501033,-155.38477430247087,-183.37722457941223,-213.99258960746397,-242.4943532356278,-38.05027835951084,-34.25926683262045,-61.042494737525395,-24.98182014026732,-24.981816911519726
1204.375,-24.263683076113363,-41.61860708054014,-35.212081167925106,-47.85468368168534,-24.89349362491707,-34.49363190890353,-55.368280724062025,-51.09197627176964,-63.85699733849443,-92.98747672603405,-121.47839148591561,-155.2510095033636,-183.22002965344402,-213.80945761744493,-242.28691028778684,-38.01305346999915,-34.22951586749088,-60.985766347732714,-24.956912185126253,-24.956908708015256
1205.375,-24.238818792257227,-41.574290849347264,-35.17455794867359,-47.806182601815465,-24.869318008854854,-34.460626872715494,-55.31863925749049,-51.04476452631492,-63.79791181898878,-92.90326087675024,-121.36868733191646,-155.1174668370869,-183.06309532556895,-213.6266289161537,-242.0798105460967,-37.97589221215525,-34.19981783566585,-60.929133983348834,-24.932048409446523,-24.93204468069516
1206.375,-24.21399857642563,-41.53005328151258,-35.13710089877985,-47.75776871848812,-24.845190246878545,-34.42767806841873,-55.26908379612361,-50.99763163588855,-63.73892512522674,-92.81918555129637,-121.25916555817953,-154.98414575130363,-182.9064209482315,-213.44410275015306,-241.87305315833385,-37.93879442781039,-34.17017260739158,-60.8725974057398,-24.907228704282,-24.9072247205856
1207.375,-24.189222320027696,-41.48589418367564,-35.099709855506255,-47.709441819344406,-24.821110226618824,-34.39478535683175,-55.21961412817254,-50.950577404192764,-63.68003701087346,-92.7352503999343,-121.14982571137568,-154.85104569550353,-182.75000587601673,-213.26187836849616,-241.66663727509075,-37.90175995932125,-34.14058005334799,-60.81615637706294,-24.882452961050436,-24.882448719076447
1208.375,-24.16448991483491,-41.44181336312134,-35.062384656657535,-47.66120169273451,-24.797077836085595,-34.361948599234935,-55.17023004255332,-50.90360163557931,-63.621247230409374,-92.6514550740822,-121.04066733967383,-154.71816612099488,-182.59384946564086,-213.0799550227161,-241.4605620497639,-37.864788649567686,-34.111040044646515,-60.75981066026371,-24.857721071531955,-24.857716567919805
1209.375,-24.13980125297956,-41.39781062777736,-35.0251251405786,-47.61304812771496,-24.77309296366608,-34.32916765736867,-55.120931328883835,-50.856704135046726,-63.56255553912679,-92.5677992263102,-120.93168999273472,-154.58550648089752,-182.437951075943,-212.8983319668149,-241.25482663854226,-37.827880341950745,-34.08155245282842,-60.703560019072405,-24.833032927867485,-24.833028159228416
1210.375,-24.11515622695333,-41.35388578621135,-34.98793114615243,-47.564980914045606,-24.749155498124168,-34.29644239343142,-55.071717777481126,-50.80988470823775,-63.50396169312674,-92.4842825103355,-120.82289322170504,-154.45306623013528,-182.2823100678767,-212.71700845725513,-241.04943020039659,-37.79103488039042,-34.052117149863165,-60.647404218001064,-24.808388422557375,-24.808383385474276
1211.375,-24.090554729605756,-41.310038647628375,-34.95080251279763,-47.51699984218675,-24.7252653285979,-34.26377267007785,-55.02258917935838,-50.76314316143656,-63.44546544931541,-92.40090458101756,-120.71427657921099,-154.3208448254283,-182.1269258045003,-212.53598375294786,-240.84437189706694,-37.75425210932348,-34.022734008146585,-60.59134302234004,-24.783787448459844,-24.78378213948709
1212.375,-24.065996654142808,-41.26626902186837,-34.913739080466506,-47.469104703296324,-24.7014223445986,-34.23115835041695,-54.97354532622207,-50.71647930156618,-63.387066565400936,-92.3176650943535,-120.60583961935235,-154.18884172528584,-181.9717976509693,-212.35525711524386,-240.63965089305188,-37.717531873701375,-33.993402900498985,-60.535376198154914,-24.759229898789535,-24.759224314452833
1213.28515625,-24.04368262386769,-41.226499043190316,-34.88006210867847,-47.425587166738936,-24.67976242780901,-34.201522269265276,-54.92898124799596,-50.67407526651431,-63.333998884630965,-92.24202421026783,-120.50730086059853,-154.06888758921485,-181.83082888756678,-212.19102611599428,-240.4536152937638,-37.68416495163462,-33.966752134331934,-60.48451948102771,-24.736916349285426,-24.736910511280087
1213.28515625,-24.043683476253626,-41.22650074796219,-34.88006338725497,-47.42558972389193,-24.679765837315614,-34.201522695455836,-54.92898252656764,-50.67407526648679,-63.333998884575934,-92.24202421018528,-120.50730086048847,-154.0688875890773,-181.83082888740168,-212.1910261158017,-240.45361529354366,-37.68416537779766,-33.9667534128761,-60.48451990716324,-24.736917201666547,-24.73691136363369
1214.28515625,-24.01961509182194,-41.1836927455346,-34.843734620988656,-47.3790792821311,-24.657640837485808,-34.16921734751493,-54.88071053571275,-50.62755925326088,-63.27578527635223,-92.15904817901747,-120.39920583573776,-153.93729992022145,-181.6761881075975,-212.01086669531355,-240.24953616611876,-37.64776767321533,-33.93813189583682,-60.42893619430181,-24.71284934562219,-24.71284321231741
1215.28515625,-23.99558829766581,-41.14095866045015,-34.807468308763596,-47.33264960105062,-24.63555661243384,-34.13696624606206,-54.83252040340191,-50.58112036863701,-63.21766832734026,-92.07620959566569,-120.29128920409073,-153.8059289899437,-181.52180160166094,-211.83100320524392,-240.04579192171727,-37.61143129431815,-33.90955976090474,-60.373445415003786,-24.688823082461305,-24.68881665027108
1216.28515625,-23.971602989403088,-41.09829830707055,-34.77126429414617,-47.286300477606304,-24.613513057246486,-34.10476925648124,-54.78441192557469,-50.53475842201176,-63.15964779835369,-91.99350812053271,-120.18355052535397,-153.67477426368205,-181.3676687428675,-211.65143491639049,-239.8423817355207,-37.57515608856703,-33.88103688409392,-60.31804733885328,-24.66483830781109,-24.664831573093338
1217.28515625,-23.947659062997857,-41.055711500373604,-34.735122421221114,-47.24003170942866,-24.591510067364197,-34.07262624460027,-54.736384898845586,-50.48847322340774,-63.10172345099196,-91.9109434151361,-120.07598936077774,-153.5438352086279,-181.2137889065474,-211.47216110194094,-239.63930478541306,-37.538941903925675,-33.85256314182995,-60.26274173619269,-24.640894917645035,-24.640887876728957
1218.28515625,-23.92375641475899,-41.0131980559505,-34.699042534589346,-47.19384309481988,-24.56954753857919,-34.04053707668879,-54.68843912050117,-50.44226458347105,-63.04389504763732,-91.82851514210373,-119.96860527305084,-153.41311129371894,-181.0601614700771,-211.29318103746425,-239.43656025197143,-37.50278858885868,-33.82413841094829,-60.20752837811937,-24.616992808281402,-24.61698545746735
1219.28515625,-23.89989494133874,-40.97075779000347,-34.663024479365845,-47.147734432751214,-24.547625367034684,-34.008501619456574,-54.640574388497285,-50.396132313468755,-62.98616235145135,-91.74622296516935,-119.86139782629405,-153.28260198963136,-180.90678581287133,-211.11449400089995,-239.23414731845327,-37.4666959923293,-33.79576256869254,-60.15240703648276,-24.59313187638187,-24.593124211941166
1220.28515625,-23.87607453973134,-40.92839051934304,-34.627068101177464,-47.10170552286,-24.525743449222556,-33.97651974005154,-54.592790501456385,-50.35007622528626,-62.92852512637189,-91.66406654916767,-119.75436658605469,-153.15230676877349,-180.7536613163741,-210.93609927254883,-239.03206517078632,-37.43066396379749,-33.76743549271264,-60.09737748388102,-24.569312018950065,-24.56930403712487
1221.28515625,-23.85229510727155,-40.88609606138583,-34.5911732461611,-47.05575616544736,-24.503901681982686,-33.94459130605819,-54.545087258664786,-50.30409613142475,-62.87098313710966,-91.58204556003005,-119.64751111930013,-153.02222510527815,-180.6007873640505,-210.75799613506277,-238.83031299755697,-37.39469235321779,-33.7391570610635,-60.04243949365806,-24.545533133330235,-24.545524830333367
1222.28515625,-23.828556541633322,-40.84387423415172,-34.555339760961175,-47.00988616147482,-24.48209996250096,-33.912716185495626,-54.49746446006982,-50.25819184499895,-62.81353614914567,-91.50015966478036,-119.54083099441331,-152.8923564749963,-180.44816334137917,-210.58018387343648,-238.62888999000117,-37.35878101103751,-33.71092715220307,-59.987592839900806,-24.52179511720574,-24.521786489220553
1223.28515625,-23.804858740828337,-40.80172485626163,-34.51956749272787,-46.96409531256212,-24.460338188308103,-33.8808942468159,-54.44992190627724,-50.21236317973416,-62.75618392872727,-91.41840853152988,-119.43432578118535,-152.76270035548902,-180.2957886358433,-210.40266177499637,-238.427795341991,-37.322929788194386,-33.68274564499068,-59.932837297435576,-24.49809786859775,-24.498088911777945
1224.28515625,-23.78120160320468,-40.759647746935,-34.483856289114996,-46.918383420984426,-24.438616257278333,-33.84912535890213,-54.40245939854856,-50.16660994996424,-62.69892624286568,-91.33679182947346,-119.32799505081103,-152.6332562260215,-180.14366263692278,-210.22542912939184,-238.2270282500262,-37.28713853611487,-33.65461241868563,-59.87817264182559,-24.474441285863826,-24.47443199633332
1225.28515625,-23.757585027445394,-40.71764272598719,-34.448205998277814,-46.87275028966937,-24.416934067627484,-33.817409391066874,-54.35507673879822,-50.12093197062867,-62.64176285933243,-91.25530922888441,-119.22183837588226,-152.50402356755524,-179.99178473608555,-210.04848522858572,-238.0265879132218,-37.25140710671191,-33.62652735294522,-59.8235986493675,-24.45082526769652,-24.450815641549266
1226.28515625,-23.734008912567187,-40.67570961382716,-34.41261646887108,-46.82719572219464,-24.395291517912142,-33.78574621305027,-54.30777372959102,-50.075329057270466,-62.58469354665659,-91.17396040111096,-119.11585533038293,-152.37500186274173,-179.8401543267805,-209.87182936684454,-237.82647353329864,-37.21573535238311,-33.598490327823384,-59.76911509708885,-24.427249713122027,-24.427239746421883
1227.28515625,-23.71047315791894,-40.63384823145502,-34.37708755004695,-46.781719522785124,-24.373688507027687,-33.75413569501827,-54.26055017413936,-50.02980102603355,-62.527718074121424,-91.09274501857121,-119.01004548968305,-152.24619059591566,-179.68877080442851,-209.69546084072968,-237.62668431457223,-37.18012312600868,-33.5705012237688,-59.71472176274475,-24.403714521498767,-24.403704210279315
1228.28515625,-23.68697766318055,-40.59205840045966,-34.34161909145304,-46.736321496310524,-24.352124934207602,-33.722577707561065,-54.21340587630083,-49.984347693660226,-62.470836211761494,-91.01166275474893,-118.90440843053297,-152.11758925308754,-179.5376335664149,-209.5193789490878,-237.42721946394224,-37.144570280949516,-33.542559921623635,-59.66041842481502,-24.38021959251616,-24.380208932780562
1229.28515625,-23.663522328361324,-40.5503399430162,-34.30621094323019,-46.69100144828231,-24.33060069902121,-33.691072121691114,-54.16634064057516,-49.938968877488975,-62.41404773035959,-90.93071328418952,-118.79894373105817,-151.98919732193724,-179.38674201208127,-209.34358299304148,-237.22807819088231,-37.10907667104517,-33.51466630262154,-59.60620486250138,-24.35676482619306,-24.3567538139139
1230.28515625,-23.640107053798836,-40.50869268188369,-34.270862956010724,-46.6457591848515,-24.30911570137296,-33.65961880884169,-54.11935427210206,-49.89366439545181,-62.35735240144353,-90.84989628249527,-118.69365097075303,-151.8610142918071,-179.2360955427175,-209.1680722759797,-237.02925970742888,-37.07364215061197,-33.486820248386366,-59.552080855724185,-24.333350122876617,-24.33333875399573
1231.28515625,-23.616731740157494,-40.46711644040278,-34.2355749809162,-46.600594512805806,-24.28766984150073,-33.62821764086493,-54.072446576658265,-49.848434066071945,-62.30074999728328,-90.76921142632136,-118.58852973047588,-151.7330396536952,-179.08569356155405,-208.99284610354925,-236.83076322817158,-37.03826657444101,-33.45902164093027,-59.49804618511981,-24.309975383240786,-24.309963653669108
1232.28515625,-23.593396288427233,-40.42561104249318,-34.20034686955563,-46.5555072395671,-24.266263019974662,-33.59686849003034,-54.025617360655176,-49.803277708461415,-62.244240290887845,-90.68865839337137,-118.48357959244306,-151.6052729002484,-178.9355354737537,-208.81790378364522,-236.63258797024216,-37.00294979779625,-33.43127036265243,-59.44410063203756,-24.286640508285117,-24.286628413902527
1233.28515625,-23.57010059992212,-40.384176312651434,-34.165178474023215,-46.51049717318875,-24.24489513769525,-33.56557122902288,-53.97886643113597,-49.75819514231874,-62.18782305600248,-90.60823686239345,-118.37880014022386,-151.47771352575654,-178.78562068640449,-208.64324462640164,-236.4347331533051,-36.96769167641266,-33.40356629633716,-59.39024397853696,-24.263345399333254,-24.263332935988405
1234.28515625,-23.546844576279163,-40.342812075948515,-34.130069646896715,-46.46556412235326,-24.22356609589285,-33.53432573094149,-53.93219359577344,-49.713186187926404,-62.131498067105454,-90.52794651317554,-118.27419095873465,-151.3503610261447,-178.6359486085111,-208.46886794418367,-236.23719799954677,-36.93249206649423,-33.375909325152676,-59.336476007384654,-24.240089958031835,-24.240077121542004
1235.28515625,-23.523628119456898,-40.301518158027555,-34.09502024123523,-46.42070789636944,-24.202275796125605,-33.50313186929729,-53.88559866286715,-49.66825066614864,-62.07526509940515,-90.44778702654138,-118.16975163423344,-151.22321489896706,-178.48651865098725,-208.2947730515764,-236.03998173366486,-36.89735082471204,-33.34829933264922,-59.282796502051646,-24.216874086349005,-24.21686087249993
1236.28515625,-23.50045113173409,-40.2602943851014,-34.0600301105773,-46.37592830517001,-24.181024140278232,-33.471989518011945,-53.83908144134094,-49.62338839842897,-62.0191239288372,-90.36775808434656,-118.06548175431465,-151.09627464340048,-178.3373302266485,-208.12095926537768,-235.84308358285898,-36.862267808202446,-33.32073620275767,-59.229205246710436,-24.193697686573163,-24.193684091118868
1237.28515625,-23.477313515708452,-40.219140583950306,-34.02509910893899,-46.331225159309,-24.15981103056102,-33.440898551415984,-53.79264174074038,-49.578599206787985,-61.96307433206155,-90.28785936947415,-117.96138090790383,-150.96953976023775,-178.18838275020454,-207.94742590458935,-235.6465027768207,-36.827242874565215,-33.29321981978798,-59.1757020262323,-24.170560661311686,-24.17054667997434
1238.28515625,-23.454215174295385,-40.17805658191983,-33.99022709081197,-46.28659826995931,-24.13863636950817,-33.40985884424718,-53.746279371230386,-49.53388291382085,-61.907116086459354,-90.20809056583033,-117.85744868525173,-150.8430097518809,-178.03967563825034,-207.7741722904063,-235.4502385477222,-36.792275881861485,-33.26575006842752,-59.1222866261842,-24.147462913489626,-24.147448541959367
1239.28515625,-23.431156010726582,-40.13704220691821,-33.955413911161486,-46.24204744891004,-24.11750005997638,-33.378870271648864,-53.69999414359249,-49.48923934269506,-61.8512489701302,-90.12845135834066,-117.75368467792956,-150.71668412233504,-177.89120830926018,-207.60119774620964,-235.2542901302076,-36.75736668861206,-33.238326833739706,-59.068958832826134,-24.124404346348353,-24.124389580283125
1240.28515625,-23.408135928548866,-40.09609728741445,-33.9206594254246,-46.197572508564235,-24.096402005144036,-33.34793270916833,-53.65378586922258,-49.444668317148256,-61.79547276188927,-90.04894143294565,-117.65008847882338,-150.59056237720173,-177.742980183579,-207.42850159755724,-235.0586567613826,-36.72251515379554,-33.210950001162416,-59.01571843310841,-24.101384863444373,-24.101369698469778
1241.28515625,-23.385154831622856,-40.05522165243569,-33.88596348950811,-46.15317326193603,-24.07534210850908,-33.317046032755144,-53.6076543601282,-49.400169661485705,-61.73978724126424,-89.96956047659701,-117.54665968212872,-150.46464402367252,-177.59499068341538,-207.25608317217467,-234.86333768080414,-36.68772113684637,-33.18361945650629,-58.96256521466868,-24.07840436864799,-24.0783888003571
1242.28515625,-23.362212624121682,-40.014415131565215,-33.85132595978678,-46.108849522648626,-24.054320273888628,-33.2862101187596,-53.56159942892623,-49.35574320057829,-61.68419218849284,-89.89030817725333,-117.4433978833458,-150.33892857052297,-177.44723923283414,-207.08394179994718,-234.66833213047158,-36.65298449765316,-33.156335085953685,-58.90949896582946,-24.05546276614205,-24.05544679009526
1243.28515625,-23.339309210529734,-39.97367755493997,-33.816746693101365,-46.06460110493134,-24.03333640541687,-33.25542484393104,-53.515620888840346,-49.31138875985987,-61.628687384519324,-89.81118422387597,-117.34030267927339,-150.21341552810514,-177.29972525774804,-206.91207681290993,-234.4736393548153,-36.61830509655661,-33.129096776056485,-58.85651947559483,-24.032559960420663,-24.032543572145524
1244.28515625,-23.316444495641417,-39.933008753248714,-33.78222554675678,-46.020427823617545,-24.012390407544217,-33.224690085416285,-53.469718553698556,-49.2671061653254,-61.57327261099233,-89.73218830642523,-117.23737366800475,-150.08810440834299,-177.15244818591142,-206.74048754524085,-234.27925860068893,-36.58368279434799,-33.10190441373523,-58.803626533648426,-24.00969585628797,-24.00967905127903
1245.28515625,-23.293618384559903,-39.89240855772922,-33.74776237852018,-45.97632949414203,-23.991482185035913,-33.19400572075803,-53.42389223793087,-49.22289524352843,-61.51794765026162,-89.65332011585626,-117.13461044892142,-149.9629947247246,-177.00540744691216,-206.56917333325035,-234.08518911735783,-36.549117452267105,-33.07475788627733,-58.75081993035004,-23.98687035885688,-23.986853132575497
1246.28515625,-23.27083078269588,-39.85187680016659,-33.71335704661919,-45.93230593253868,-23.97061164297073,-33.16337162789323,-53.378141756566784,-49.17875582157889,-61.4627122853753,-89.57457934411508,-117.0320126226884,-149.83808599229633,-176.8586024721646,-206.39813351537418,-233.89143015649006,-36.51460893200054,-33.047657081335586,-58.69809945673329,-23.964083373547826,-23.964065721422035
1247.28515625,-23.24808159576628,-39.81141331289075,-33.67900940973992,-45.888356955437914,-23.949778686739595,-33.13278768515158,-53.33246692523287,-49.13468772714102,-61.40756630007722,-89.4959656841345,-116.9295797912493,-149.7133777276569,-176.71203269490192,-206.22736743216393,-233.69798097214738,-36.480157095679914,-33.020601886926734,-58.64546490450276,-23.94133480608752,-23.941316723511836
1248.28515625,-23.225370729793067,-39.771017928774334,-33.6447193270252,-45.84448238006443,-23.928983222044536,-33.10225377125384,-53.2868675601504,-49.09069078843096,-61.35250947880406,-89.41747882983039,-116.82731155782095,-149.58886944895102,-176.56569755016935,-206.05687442627968,-233.5048408207748,-36.44576180588009,-32.993592191430075,-58.592916066031464,-23.9186245625077,-23.918606044842967
1249.28515625,-23.202698091102054,-39.73069048123049,-33.610486658072745,-45.800682024234625,-23.908225154897202,-33.071769765310336,-53.24134347813293,-49.04676483421467,-61.29754160668252,-89.3391184760975,-116.72520752688823,-149.46456067586294,-176.41959647481647,-205.88665384248037,-233.31200896119165,-36.41142292561736,-32.96662788358593,-58.5404527343579,-23.895952549143942,-23.895933591717174
1250.28515625,-23.18006358632161,-39.690430804210735,-33.57631126293329,-45.75695570635449,-23.887504391617654,-33.04133554681942,-53.195894496584025,-49.00290969380556,-61.242662469526515,-89.26088431880572,-116.62326730419902,-149.34045092961043,-176.2737289074902,-205.7167050276156,-233.11948465458124,-36.3771403183476,-32.93970885249401,-58.48807470318359,-23.87331867263444,-23.87329927073863
1251.28515625,-23.157467122381455,-39.65023873220263,-33.54219300210876,-45.71330324541687,-23.86682083883323,-33.01095099566581,-53.15052043349462,-48.95912519706264,-61.18787185383479,-89.18277605479625,-116.52149049675967,-149.2165397329391,-176.12809428862792,-205.54702733061865,-232.92726716448306,-36.34291384796474,-32.91283498761236,-58.435781766870534,-23.850722839918696,-23.85070298881267
1252.28515625,-23.1349086065115,-39.610114100228074,-33.50813173655057,-45.66972446099953,-23.84617440347713,-32.98061599211921,-53.10522110744105,-48.91541117438792,-61.13316954678755,-89.10479338187727,-116.41987671282897,-149.09282661011537,-175.98269206044927,-205.37762010249605,-232.73535575678116,-36.308743378798724,-32.88600617875557,-58.38357372043815,-23.828164958236467,-23.828144653144708
