"T","K2Si2O5_-a,monoc","KAlSi3O8_microcl","Na2Si2O5","SiO2_quartz,low;","KAlSi3O8_h.sanid","SiO2_tridymaite,"
456.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
461.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
466.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
471.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
476.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
481.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
486.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
491.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
496.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
501.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
506.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
511.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
516.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
521.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
526.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
531.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
536.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
541.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
546.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
551.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
556.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
561.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
566.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
571.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
576.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
581.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
586.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
591.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
596.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
601.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
606.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
611.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
616.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
621.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
626.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
631.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
636.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
641.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
646.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
651.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
656.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
661.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
666.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
671.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
676.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
681.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
686.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
691.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
696.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
701.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
706.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
711.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
716.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
721.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
726.388671875,0.004271226957783869,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
731.388671875,0.004271226957783868,"",0.01613451316259521,0.7602059945528078,0.039230579587129805,""
736.388671875,0.004271226957783868,"",0.016134513162595208,0.7602059945528078,0.039230579587129805,""
741.388671875,0.004271226957783868,"",0.016134513162595208,0.7602059945528078,0.039230579587129805,""
746.388671875,0.004271226957783867,"",0.016134513162595208,0.7602059945528078,0.039230579587129805,""
751.388671875,0.0042712269577838665,"",0.016134513162595204,0.7602059945528078,0.039230579587129805,""
756.388671875,0.004271226957783866,"",0.0161345131625952,0.7602059945528078,0.039230579587129805,""
761.388671875,0.004271226957783864,"",0.016134513162595197,0.7602059945528078,0.039230579587129805,""
766.388671875,0.004271226957783861,"",0.016134513162595194,0.7602059945528078,0.039230579587129805,""
771.388671875,0.004271226957783859,"",0.016134513162595187,0.7602059945528079,0.039230579587129805,""
776.388671875,0.004271226957783854,"",0.016134513162595177,0.7602059945528079,0.039230579587129805,""
781.388671875,0.004271226957783848,"",0.016134513162595163,0.7602059945528079,0.039230579587129805,""
786.388671875,0.0042712269577838404,"",0.016134513162595142,0.760205994552808,0.039230579587129805,""
791.388671875,0.00427122695778383,"",0.016134513162595118,0.760205994552808,0.039230579587129805,""
796.388671875,0.004271226957783815,"",0.01613451316259508,0.7602059945528081,0.039230579587129805,""
801.388671875,0.004271226957783795,"",0.016134513162595034,0.7602059945528084,0.039230579587129805,""
806.388671875,0.0042712269577837685,"",0.01613451316259497,0.7602059945528085,0.039230579587129805,""
811.388671875,0.004271226957783732,"",0.01613451316259488,0.7602059945528087,0.039230579587129805,""
816.388671875,0.0042712269577836835,"",0.016134513162594767,0.760205994552809,0.039230579587129805,""
821.388671875,0.004271226957783619,"",0.01613451316259461,0.7602059945528095,0.039230579587129805,""
826.388671875,0.004271226957783533,"",0.016134513162594406,0.7602059945528101,0.039230579587129805,""
831.388671875,0.00427122695778342,"",0.016134513162594136,0.7602059945528108,0.039230579587129805,""
836.388671875,0.00427122695778327,"",0.01613451316259378,0.7602059945528119,0.039230579587129805,""
841.388671875,0.004271226957783073,"",0.01613451316259331,0.7602059945528132,0.039230579587129805,""
846.388671875,0.004271226957782815,"",0.016134513162592696,0.7602059945528149,0.039230579587129805,""
851.388671875,0.004271226957782477,"",0.016134513162591894,0.7602059945528172,0.039230579587129805,""
856.388671875,0.004271226957782037,"",0.016134513162590854,0.7602059945528202,0.039230579587129805,""
861.388671875,0.0042712269577814665,"",0.0161345131625895,0.760205994552824,0.039230579587129805,""
866.388671875,0.0042712269577807275,"",0.016134513162587752,0.760205994552829,0.039230579587129805,""
871.388671875,0.004271226957779776,"",0.016134513162585497,0.7602059945528354,0.039230579587129805,""
876.388671875,0.004271226957778555,"",0.016134513162582603,0.7602059945528437,0.039230579587129805,""
881.388671875,0.004271226957776988,"",0.016134513162578898,0.7602059945528542,0.039230579587129805,""
886.388671875,0.004271226957774988,"",0.016134513162574166,0.7602059945528676,0.039230579587129805,""
891.388671875,0.004271226957772441,"",0.01613451316256814,0.7602059945528848,0.039230579587129805,""
896.388671875,0.004271226957769204,"",0.016134513162560492,0.7602059945529066,0.039230579587129805,""
901.388671875,0.004271226957765104,"",0.01613451316255081,0.7602059945529341,0.039230579587129805,""
906.3154296875,0.00427122695776001,"",0.016134513162538788,0.7602059945529683,0.039230579587129805,""
906.3154296875,0.00427122695776001,"",0.016134513162538788,"",0.039230579587129805,0.7602059945529683
911.3154296875,0.004271226957753493,"",0.01613451316252342,"",0.039230579587129805,0.7602059945530121
916.3154296875,0.004271226957745303,"",0.01613451316250412,"",0.039230579587129805,0.7602059945530671
921.3154296875,0.004271226957735034,"",0.01613451316247994,"",0.039230579587129805,0.760205994553136
926.3154296875,0.004271226957722193,"",0.016134513162449723,"",0.039230579587129805,0.7602059945532221
931.3154296875,0.004271226957706175,"",0.01613451316241207,"",0.039230579587129805,0.7602059945533295
936.3154296875,0.004271226957686246,"",0.016134513162365253,"",0.039230579587129805,0.7602059945534629
941.3154296875,0.004271226957661509,"",0.016134513162307195,"",0.039230579587129805,0.7602059945536286
946.3154296875,0.00427122695763088,"",0.016134513162235374,"",0.039230579587129805,0.7602059945538334
951.3154296875,0.004271226957593046,"",0.016134513162146744,"",0.039230579587129805,0.7602059945540863
956.3154296875,0.004271226957546414,"",0.0161345131620377,"",0.039230579587129805,0.7602059945543977
961.3154296875,0.0042712269574890745,"",0.016134513161903823,"",0.039230579587129805,0.7602059945547802
966.3154296875,0.004271226957418725,"",0.016134513161739836,"",0.039230579587129805,0.7602059945552488
971.3154296875,0.0042712269573326085,"",0.016134513161539438,"",0.039230579587129805,0.7602059945558218
976.3154296875,0.004271226957227418,"",0.0161345131612951,"",0.039230579587129805,0.7602059945565209
981.3154296875,0.004271226957099202,"",0.016134513160997916,"",0.039230579587129805,0.7602059945573717
986.3154296875,0.0042712269569432386,"",0.01613451316063743,"",0.039230579587129805,0.7602059945584047
991.3154296875,0.0042712269567539325,"",0.016134513160200866,"",0.039230579587129805,0.7602059945596563
996.3154296875,0.004271226956524628,"",0.016134513159673295,"",0.039230579587129805,0.7602059945611701
1001.3154296875,0.004271226956247435,"",0.016134513159037085,"",0.039230579587129805,0.7602059945629969
